Índice,NomDepartamento,Año,NumMes,Día,NomClaseAccidente,NomCausaAcc,NomCondMeteorologica,NomDia,NomGeometriaAcc,terreno,secc_tip,n_victimas,n_muertos,n_heridos,Festividad
6717,Córdoba,2020,4,24,Volcamiento,Salirse de la calzada,Normal,viernes,Curva Derecha,Plano,Terraplen,0,0,0,0
6722,Córdoba,2019,11,26,Salida de la vía sin volcarse,Salirse de la calzada,Normal,martes,Recta,Ondulado,Media Ladera Derecha,0,0,0,0
6733,Córdoba,2021,2,28,Volcamiento,Salirse de la calzada,Normal,domingo,Curva Derecha,Ondulado,Terraplen,1,1,0,0
6737,Córdoba,2020,9,15,Volcamiento,Salirse de la calzada,Lluvia,martes,Curva Derecha,Ondulado,Terraplen,0,0,0,0
6741,Córdoba,2020,11,16,Choque,Salirse de la calzada,Normal,lunes,Curva Derecha,Plano,Terraplen,0,0,0,0
6765,Córdoba,2019,9,14,Volcamiento,Salirse de la calzada,Normal,sabado,Curva Izquierda,Ondulado,Terraplen,0,0,0,0
6773,Córdoba,2019,12,23,Volcamiento,Salirse de la calzada,Normal,lunes,Curva Derecha,Plano,Terraplen,1,0,0,0
6775,Córdoba,2019,10,12,Choque,Salirse de la calzada,Normal,sabado,Recta,Plano,Terraplen,3,1,0,0
"6776,Córdoba,2017,10,14,Volcamiento,Salirse de la calzada,Normal,sabado,Curva Derecha,Plano,Terraplen,"""",0,0,0"
"6777,Córdoba,2017,3,25,Choque,Salirse de la calzada,Normal,sabado,Curva Izquierda,Plano,Terraplen,"""",0,0,0"
6789,Córdoba,2020,5,19,Volcamiento,Salirse de la calzada,Normal,martes,Curva Derecha,Ondulado,Terraplen,0,0,0,0
6799,Córdoba,2020,6,6,Salida de la vía sin volcarse,Salirse de la calzada,Normal,sabado,Recta,Ondulado,Media Ladera Derecha,0,0,0,0
6801,Córdoba,2020,5,30,Salida de la vía sin volcarse,Salirse de la calzada,Lluvia,sabado,Recta,Ondulado,Media ladera Izquierda,0,0,0,0
6961,Córdoba,2021,3,26,Choque,Transporte de carga sin seguridad,Normal,viernes,Recta,Plano,Terraplen,0,0,0,0
6979,Córdoba,2021,2,20,Choque,Desobedecer las señales,Normal,sabado,Curva Derecha,Ondulado,Terraplen,0,0,0,0
6985,Córdoba,2020,9,8,Choque,Desobedecer las señales,Normal,martes,Recta,Plano,Terraplen,2,0,0,0
7009,Córdoba,2021,1,25,Choque,Desobedecer las señales,Seca,lunes,Curva Izquierda,Plano,Terraplen,0,0,0,0
7080,Córdoba,2020,8,9,Volcamiento,Desobedecer las señales,Normal,domingo,Recta,Plano,Terraplen,2,0,2,0
7092,Córdoba,2019,7,5,Volcamiento,Desobedecer las señales,Normal,viernes,Recta,Plano,Terraplen,0,0,0,0
"7094,Córdoba,2017,11,30,Choque,Desobedecer las señales,Normal,jueves,Curva Derecha,Plano,Terraplen,"""",0,0,0"
"7107,Córdoba,2017,11,23,Choque,Desobedecer las señales,Normal,jueves,Recta,Plano,Terraplen,"""",0,1,0"
7113,Córdoba,2021,7,21,Choque,Desobedecer las señales,Normal,miercoles,Recta,Plano,Terraplen,1,0,0,0
7130,Córdoba,2021,8,6,Choque,Desobedecer las señales,Normal,viernes,Recta,Plano,Terraplen,0,0,0,0
7133,Córdoba,2021,1,4,Choque,Desobedecer las señales,Normal,lunes,Recta,Plano,Terraplen,2,0,2,0
7153,Córdoba,2020,4,23,Atropello,Desobedecer las señales,Normal,jueves,Recta,Plano,Terraplen,1,0,0,0
7161,Córdoba,2021,3,5,Choque,Desobedecer las señales,Normal,viernes,Recta,Plano,Terraplen,2,0,2,0
7173,Córdoba,2021,8,2,Choque,Desobedecer las señales,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
7183,Córdoba,2020,8,23,Choque,Desobedecer las señales,Normal,domingo,Recta,Plano,Terraplen,2,0,1,0
"7189,Córdoba,2017,8,6,Choque,Desobedecer las señales,Normal,domingo,Recta,Plano,Terraplen,"""",0,2,0"
"7196,Córdoba,2017,9,14,Choque,Desobedecer las señales,Normal,jueves,Recta,Plano,Terraplen,"""",0,1,0"
7225,Córdoba,2021,1,6,Choque,Desobedecer las señales,Normal,miercoles,Recta,Plano,Terraplen,2,0,2,0
"7232,Córdoba,2017,3,3,Choque,Desobedecer las señales,Normal,viernes,Curva Derecha,Plano,Terraplen,"""",0,3,0"
7261,Córdoba,2021,8,20,Choque,Desobedecer las señales,Normal,viernes,Recta,Plano,Terraplen,0,0,0,0
"7367,Córdoba,2017,11,2,Volcamiento,Adelantar cerrando,Normal,jueves,Curva Izquierda,Plano,Terraplen,"""",0,0,0"
"7415,Córdoba,2017,11,4,Choque,Adelantar cerrando,Normal,sabado,Recta,Plano,Terraplen,"""",0,0,0"
"7574,Córdoba,2017,6,21,Choque,Adelantar cerrando,Normal,miercoles,Recta,Plano,Terraplen,"""",0,1,0"
7636,Córdoba,2019,5,21,Choque,Adelantar cerrando,Normal,martes,Recta,Plano,Terraplen,1,0,0,0
7716,Córdoba,2021,6,5,Volcamiento,Embriaguez aparente,Normal,sabado,Recta,Ondulado,Cajón,1,0,0,0
7730,Córdoba,2020,11,8,Choque,Embriaguez aparente,Normal,domingo,Recta,Plano,Terraplen,1,1,0,0
7738,Córdoba,2020,1,31,Choque,Embriaguez aparente,Normal,viernes,Recta,Plano,Terraplen,1,0,0,0
7779,Córdoba,2020,12,25,Choque,Embriaguez aparente,Normal,viernes,Curva Derecha,Plano,Terraplen,2,0,1,0
7780,Córdoba,2021,6,14,Choque,Embriaguez aparente,Normal,lunes,Recta,Plano,Terraplen,3,1,0,0
7798,Córdoba,2020,12,21,Choque,Embriaguez aparente,Normal,lunes,Recta,Plano,Terraplen,2,0,2,0
7831,Córdoba,2021,2,20,Choque,Embriaguez aparente,Normal,sabado,Recta,Plano,Terraplen,1,0,1,0
7864,Córdoba,2020,12,6,Choque,Embriaguez aparente,Normal,domingo,Curva Izquierda,Plano,Terraplen,1,0,0,0
7871,Córdoba,2020,2,4,Choque,Embriaguez aparente,Normal,martes,Curva Derecha,Plano,Terraplen,2,0,1,0
7902,Córdoba,2019,8,17,Choque,Embriaguez aparente,Normal,sabado,Curva Izquierda,Plano,Terraplen,1,1,0,0
7949,Córdoba,2019,6,29,Choque,Embriaguez aparente,Seca,sabado,Recta,Plano,Terraplen,10,9,0,0
7986,Córdoba,2019,7,14,Choque,Embriaguez aparente,Lluvia,domingo,Curva Derecha,Ondulado,Cajón,2,0,2,0
7996,Córdoba,2021,3,7,Choque,Embriaguez aparente,Normal,domingo,Recta,Ondulado,Media Ladera Derecha,2,0,2,0
7999,Córdoba,2020,12,6,Volcamiento,Embriaguez aparente,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
8026,Córdoba,2021,5,17,Salida de la vía sin volcarse,Exceso de velocidad,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
8151,Córdoba,2020,12,9,Volcamiento,Exceso de velocidad,Normal,miercoles,Recta,Plano,Terraplen,1,0,1,0
8155,Córdoba,2021,4,1,Volcamiento,Exceso de velocidad,Seca,jueves,Curva Izquierda,Plano,Media ladera Izquierda,2,0,1,0
8467,Córdoba,2020,9,1,Choque,Exceso de velocidad,Normal,martes,Recta,Plano,Terraplen,1,0,1,0
8477,Córdoba,2020,5,3,Volcamiento,Exceso de velocidad,Normal,domingo,Curva Izquierda,Plano,Terraplen,1,0,1,1
8490,Córdoba,2020,1,12,Atropello,Exceso de velocidad,Normal,domingo,Recta,Ondulado,Media Ladera Derecha,8,1,0,0
8571,Córdoba,2020,9,9,Choque,Exceso de velocidad,Normal,miercoles,Recta,Plano,Terraplen,2,0,0,0
"8604,Córdoba,2017,11,7,Incendio,Fallas en el sistema eléctrico,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
"8639,Córdoba,2018,1,12,Choque,Fallas en la dirección,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,0"
8776,Córdoba,2020,7,15,Volcamiento,Fallas en las llantas,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
8909,Córdoba,2019,7,10,Volcamiento,Fallas en las llantas,Normal,miercoles,Recta,Ondulado,Terraplen,0,0,0,0
"8976,Córdoba,2017,12,24,Volcamiento,Adelantar en curva,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
"9239,Córdoba,2017,7,28,Choque,Fallas en los frenos,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,1"
9293,Córdoba,2021,1,24,Choque,Fallas en los frenos,Seca,domingo,Recta,Plano,Terraplen,2,0,0,0
9360,Córdoba,2021,2,12,Choque,Fallas en los frenos,Normal,viernes,Recta,Plano,Terraplen,1,0,1,0
"9600,Córdoba,2020,4,12,Choque,""Falta de precaución, niebla, lluvia, humo"",Lluvia,domingo,Curva Izquierda,Plano,Terraplen,0,0,0,0"
"9629,Córdoba,2020,5,22,Volcamiento,""Falta de precaución, niebla, lluvia, humo"",Normal,viernes,Recta,Ondulado,Cajón,0,0,0,0"
"9755,Córdoba,2020,10,31,Volcamiento,""Falta de precaución, niebla, lluvia, humo"",Normal,sabado,Recta,Plano,Cajón,0,0,0,0"
9792,Córdoba,2021,8,13,Choque,Frenar bruscamente,Normal,viernes,Recta,Ondulado,Terraplen,1,0,1,0
9827,Córdoba,2020,10,16,Choque,Frenar bruscamente,Normal,viernes,Recta,Plano,Terraplen,0,0,0,0
9835,Córdoba,2020,12,28,Choque,Frenar bruscamente,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
"9841,Córdoba,2017,7,18,Choque,Frenar bruscamente,Normal,martes,Recta,Ondulado,Media Ladera Derecha,"""",0,0,0"
9850,Córdoba,2019,11,16,Choque,Frenar bruscamente,Normal,sabado,Curva Izquierda,Ondulado,Terraplen,0,0,0,0
9863,Córdoba,2019,11,30,Choque,Girar bruscamente,Normal,sabado,Recta,Ondulado,Terraplen,3,1,0,0
9876,Córdoba,2020,12,28,Choque,Girar bruscamente,Normal,lunes,Recta,Ondulado,Terraplen,1,0,1,0
9906,Córdoba,2019,12,6,Choque,Girar bruscamente,Normal,viernes,Recta,Plano,Terraplen,0,0,0,0
9935,Córdoba,2021,6,25,Choque,Girar bruscamente,Normal,viernes,Recta,Plano,Terraplen,2,0,1,0
9951,Córdoba,2021,2,14,Choque,Girar bruscamente,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
9971,Córdoba,2021,2,14,Choque,Girar bruscamente,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
10001,Córdoba,2021,2,16,Choque,Girar bruscamente,Normal,martes,Recta,Plano,Terraplen,1,0,0,0
"10014,Córdoba,2017,10,28,Choque,Girar bruscamente,Normal,sabado,Recta,Plano,Terraplen,"""",0,1,0"
10037,Córdoba,2020,5,3,Choque,Girar bruscamente,Normal,domingo,Recta,Plano,Terraplen,0,0,0,1
10135,Córdoba,2020,10,30,Choque,Girar bruscamente,Normal,viernes,Recta,Plano,Terraplen,2,0,1,0
10139,Córdoba,2021,5,16,Choque,Girar bruscamente,Normal,domingo,Recta,Plano,Terraplen,0,0,0,0
10152,Córdoba,2021,2,14,Choque,Girar bruscamente,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
10172,Córdoba,2021,2,14,Choque,Girar bruscamente,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
10179,Córdoba,2019,5,27,Choque,Girar bruscamente,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
"10180,Córdoba,2017,4,6,Choque,Girar bruscamente,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
10185,Córdoba,2020,1,17,Choque,Girar bruscamente,Normal,viernes,Recta,Ondulado,Media Ladera Derecha,6,0,0,0
10190,Córdoba,2020,9,6,Choque,Girar bruscamente,Lluvia,domingo,Recta,Plano,Terraplen,1,1,0,0
10223,Córdoba,2019,12,31,Choque,Girar bruscamente,Normal,martes,Recta,Ondulado,Terraplen,1,0,1,0
10252,Córdoba,2020,12,27,Choque,Girar bruscamente,Seca,domingo,Recta,Plano,Terraplen,1,0,0,0
10257,Córdoba,2021,3,13,Choque,Girar bruscamente,Normal,sabado,Recta,Plano,Terraplen,1,0,0,0
10261,Córdoba,2021,2,14,Choque,Girar bruscamente,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
10267,Córdoba,2020,2,8,Choque,Girar bruscamente,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
10270,Córdoba,2019,7,30,Choque,Girar bruscamente,Normal,martes,Curva Izquierda,Plano,Terraplen,2,0,1,1
"10360,Córdoba,2017,3,6,Choque,Adelantar en zona prohibida,Normal,lunes,Recta,Plano,Terraplen,"""",0,1,0"
10395,Córdoba,2021,7,25,Choque,Adelantar en zona prohibida,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
"10430,Córdoba,2018,2,7,Choque,Adelantar en zona prohibida,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
10443,Córdoba,2019,8,14,Choque,Adelantar en zona prohibida,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
"10535,Córdoba,2017,8,7,Choque,Impericia en el manejo,Normal,lunes,Recta,Plano,Terraplen,"""",0,2,0"
"10604,Córdoba,2017,9,27,Choque,Impericia en el manejo,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
10625,Córdoba,2019,7,31,Choque,Impericia en el manejo,Normal,miercoles,Recta,Plano,Terraplen,2,0,0,0
10655,Córdoba,2021,7,5,Choque,Impericia en el manejo,Normal,lunes,Recta,Ondulado,Media Ladera Derecha,3,0,0,0
"10704,Córdoba,2017,12,6,Choque,Impericia en el manejo,Normal,miercoles,Recta,Plano,Terraplen,"""",0,2,0"
10747,Córdoba,2020,11,6,Choque,Impericia en el manejo,Normal,viernes,Recta,Plano,Terraplen,4,0,0,0
10773,Córdoba,2021,6,17,Choque,Impericia en el manejo,Normal,jueves,Recta,Plano,Terraplen,1,1,0,0
10816,Córdoba,2019,8,10,Choque,Impericia en el manejo,Normal,sabado,Recta,Plano,Terraplen,1,0,1,0
10874,Córdoba,2021,6,12,Choque,Impericia en el manejo,Normal,sabado,Recta,Plano,Terraplen,2,0,0,0
10876,Córdoba,2020,6,11,Volcamiento,Impericia en el manejo,Normal,jueves,Recta,Plano,Terraplen,1,0,0,0
10921,Córdoba,2020,1,13,Atropello,Impericia en el manejo,Normal,lunes,Recta,Plano,Terraplen,2,0,0,0
"10933,Córdoba,2018,1,20,Choque,Impericia en el manejo,Normal,sabado,Recta,Plano,Terraplen,"""",0,0,0"
10944,Córdoba,2020,5,22,Atropello,Impericia en el manejo,Normal,viernes,Recta,Plano,Terraplen,2,1,0,0
10984,Córdoba,2020,8,29,Atropello,Impericia en el manejo,Normal,sabado,Recta,Plano,Terraplen,2,0,0,0
10992,Córdoba,2020,3,2,Volcamiento,Impericia en el manejo,Normal,lunes,Recta,Plano,Terraplen,1,0,0,0
"11025,Córdoba,2017,12,10,Choque,Impericia en el manejo,Normal,domingo,Recta,Plano,Terraplen,"""",1,0,0"
11028,Córdoba,2020,1,13,Atropello,Impericia en el manejo,Normal,lunes,Recta,Plano,Terraplen,2,0,0,0
"11086,Córdoba,2018,1,11,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Ondulado,Terraplen,"""",0,0,0"
11172,Córdoba,2020,2,5,Choque,No mantener distancia de seguridad,Normal,miercoles,Recta,Plano,Media ladera Izquierda,2,0,0,0
11201,Córdoba,2019,7,1,Choque,No mantener distancia de seguridad,Seca,lunes,Recta,Plano,Terraplen,1,0,1,0
11255,Córdoba,2020,11,22,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
11319,Córdoba,2019,6,14,Choque,No mantener distancia de seguridad,Normal,viernes,Recta,Plano,Terraplen,1,0,1,0
11514,Córdoba,2021,7,22,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,1,0,0,0
11545,Córdoba,2020,10,19,Choque,No mantener distancia de seguridad,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
11557,Córdoba,2020,1,14,Choque,No mantener distancia de seguridad,Normal,martes,Recta,Plano,Terraplen,3,0,3,0
11586,Córdoba,2021,5,2,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,1,1
11592,Córdoba,2021,1,3,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,2,0,2,0
11612,Córdoba,2021,2,18,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,2,0,2,0
11621,Córdoba,2021,5,2,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,1,1
"11688,Córdoba,2017,8,22,Choque,No mantener distancia de seguridad,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
11721,Córdoba,2020,1,4,Choque,No mantener distancia de seguridad,Normal,sabado,Recta,Plano,Terraplen,1,1,0,0
"11849,Córdoba,2018,1,3,Choque,No mantener distancia de seguridad,Lluvia,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"11854,Córdoba,2018,2,5,Choque,No mantener distancia de seguridad,Normal,lunes,Recta,Plano,Terraplen,"""",0,0,0"
11900,Córdoba,2021,5,2,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,1,1
11926,Córdoba,2021,4,5,Choque,No mantener distancia de seguridad,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
"12035,Córdoba,2016,12,18,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
"12086,Córdoba,2018,1,24,Choque,No mantener distancia de seguridad,Normal,miercoles,Recta,Ondulado,Terraplen,"""",0,0,0"
"12099,Córdoba,2018,1,6,Choque,No mantener distancia de seguridad,Normal,sabado,Recta,Plano,Terraplen,"""",0,0,0"
12148,Córdoba,2019,12,31,Choque,No mantener distancia de seguridad,Normal,martes,Recta,Plano,Terraplen,0,0,0,0
12192,Córdoba,2020,1,4,Choque,No mantener distancia de seguridad,Normal,sabado,Recta,Plano,Cajón,0,0,0,0
12255,Córdoba,2021,4,30,Choque,No mantener distancia de seguridad,Normal,viernes,Recta,Plano,Terraplen,1,0,0,0
12270,Córdoba,2020,1,17,Choque,No mantener distancia de seguridad,Normal,viernes,Recta,Ondulado,Cajón,1,0,1,0
"12281,Córdoba,2017,11,16,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
12329,Córdoba,2021,3,3,Choque,No mantener distancia de seguridad,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
"12369,Córdoba,2017,12,10,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
12391,Córdoba,2020,11,23,Choque,No mantener distancia de seguridad,Normal,lunes,Recta,Ondulado,Terraplen,0,0,0,0
12514,Córdoba,2020,12,22,Choque,No mantener distancia de seguridad,Normal,martes,Recta,Plano,Terraplen,1,0,0,0
12574,Córdoba,2020,2,15,Choque,No mantener distancia de seguridad,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
12699,Córdoba,2021,2,7,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,3,0,2,0
"12703,Córdoba,2017,3,9,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
12748,Córdoba,2019,8,22,Choque,No mantener distancia de seguridad,Normal,jueves,Curva Izquierda,Ondulado,Terraplen,0,0,0,0
12761,Córdoba,2021,5,2,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,1,1
12802,Córdoba,2019,7,17,Choque,No mantener distancia de seguridad,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
12893,Córdoba,2021,5,2,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,1,1
"12904,Córdoba,2017,8,20,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,"""",0,2,0"
"12922,Córdoba,2017,10,10,Choque,No mantener distancia de seguridad,Normal,martes,Curva Derecha,Plano,Media ladera Izquierda,"""",0,0,0"
"12968,Córdoba,2018,3,19,Choque,No mantener distancia de seguridad,Normal,lunes,Recta,Plano,Terraplen,"""",0,0,0"
12996,Córdoba,2020,1,2,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
13006,Córdoba,2021,8,26,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
"13053,Córdoba,2017,7,9,Choque,No mantener distancia de seguridad,Normal,domingo,Curva Derecha,Plano,Terraplen,"""",0,0,0"
"13106,Córdoba,2017,12,30,Choque,No mantener distancia de seguridad,Normal,sabado,Recta,Ondulado,Terraplen,"""",1,1,0"
13111,Córdoba,2020,12,23,Choque,No mantener distancia de seguridad,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
13191,Córdoba,2021,5,9,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
13288,Córdoba,2020,1,24,Choque,No mantener distancia de seguridad,Normal,viernes,Recta,Plano,Terraplen,7,0,0,0
"13381,Córdoba,2017,4,26,Choque,No mantener distancia de seguridad,Lluvia,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
13467,Córdoba,2021,6,21,Choque,No mantener distancia de seguridad,Normal,lunes,Recta,Plano,Terraplen,2,0,0,0
13476,Córdoba,2019,7,8,Choque,No mantener distancia de seguridad,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
13557,Córdoba,2021,6,24,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,2,0,0,0
13605,Córdoba,2020,6,12,Choque,No mantener distancia de seguridad,Normal,viernes,Recta,Plano,Terraplen,2,0,1,0
13611,Córdoba,2021,5,2,Choque,No mantener distancia de seguridad,Normal,domingo,Recta,Plano,Terraplen,1,0,1,1
13630,Córdoba,2021,8,5,Choque,No mantener distancia de seguridad,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
13712,Córdoba,2019,6,25,Choque,No respetar prelación,Normal,martes,Recta,Plano,Terraplen,0,0,0,0
"13734,Córdoba,2017,1,17,Choque,No respetar prelación,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
"13755,Córdoba,2018,1,1,Choque,No respetar prelación,Normal,lunes,Recta,Ondulado,Cajón,"""",0,0,0"
"13765,Córdoba,2017,1,15,Choque,No respetar prelación,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
13787,Córdoba,2021,4,28,Choque,No respetar prelación,Normal,miercoles,Curva Derecha,Plano,Media Ladera Derecha,3,0,2,1
13802,Córdoba,2020,2,5,Choque,No respetar prelación,Normal,miercoles,Recta,Plano,Terraplen,1,0,0,0
"13817,Córdoba,2017,7,17,Choque,No respetar prelación,Normal,lunes,Recta,Plano,Terraplen,"""",0,0,0"
"13821,Córdoba,2017,9,24,Choque,No respetar prelación,Normal,domingo,Recta,Plano,Terraplen,"""",0,1,0"
13876,Córdoba,2020,2,23,Choque,No respetar prelación,Normal,domingo,Recta,Plano,Terraplen,2,0,0,0
"13883,Córdoba,2017,8,24,Choque,No respetar prelación,Normal,jueves,Recta,Plano,Terraplen,"""",0,1,0"
"13885,Córdoba,2018,3,2,Choque,No respetar prelación,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,0"
13915,Córdoba,2021,7,1,Choque,No respetar prelación,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
13953,Córdoba,2021,4,9,Choque,Adelantar invadiendo vía,Normal,viernes,Recta,Plano,Terraplen,1,0,0,0
13986,Córdoba,2020,12,10,Choque,Adelantar invadiendo vía,Normal,jueves,Recta,Plano,Terraplen,5,2,0,0
13995,Córdoba,2020,9,26,Choque,Adelantar invadiendo vía,Normal,sabado,Curva Derecha,Plano,Terraplen,3,0,3,0
14002,Córdoba,2021,7,11,Choque,Adelantar invadiendo vía,Normal,domingo,Recta,Plano,Terraplen,3,1,0,0
14014,Córdoba,2021,3,8,Choque,Adelantar invadiendo vía,Normal,lunes,Recta,Ondulado,Cajón,1,1,0,0
14020,Córdoba,2020,12,6,Choque,Adelantar invadiendo vía,Normal,domingo,Recta,Plano,Terraplen,5,0,5,0
"14021,Córdoba,2017,2,10,Choque,Adelantar invadiendo vía,Normal,viernes,Curva Derecha,Plano,Terraplen,"""",1,0,0"
14077,Córdoba,2020,2,22,Choque,Adelantar invadiendo vía,Normal,sabado,Recta,Plano,Terraplen,4,0,2,0
14086,Córdoba,2020,3,5,Choque,Adelantar invadiendo vía,Normal,jueves,Curva Izquierda,Ondulado,Media Ladera Derecha,1,1,0,0
14104,Córdoba,2021,1,8,Choque,Adelantar invadiendo vía,Seca,viernes,Recta,Plano,Terraplen,2,0,0,0
"14142,Córdoba,2017,9,17,Choque,Adelantar invadiendo vía,Normal,domingo,Recta,Plano,Terraplen,"""",0,2,0"
"14165,Córdoba,2017,4,4,Volcamiento,Adelantar invadiendo vía,Normal,martes,Curva Derecha,Plano,Terraplen,"""",0,0,0"
14276,Córdoba,2020,2,16,Choque,Adelantar invadiendo vía,Normal,domingo,Recta,Plano,Terraplen,3,0,0,0
14286,Córdoba,2019,12,28,Choque,Adelantar invadiendo vía,Normal,sabado,Recta,Plano,Terraplen,1,0,0,0
14288,Córdoba,2020,11,30,Choque,Adelantar invadiendo vía,Normal,lunes,Recta,Plano,Terraplen,4,0,4,0
"14293,Córdoba,2017,7,9,Choque,Adelantar invadiendo vía,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
14296,Córdoba,2020,12,29,Choque,Adelantar invadiendo vía,Normal,martes,Recta,Plano,Terraplen,0,0,0,0
14391,Córdoba,2021,2,2,Choque,Adelantar invadiendo vía,Normal,martes,Recta,Ondulado,Terraplen,0,0,0,0
14407,Córdoba,2020,10,26,Choque,Adelantar invadiendo vía,Normal,lunes,Curva Izquierda,Ondulado,Terraplen,0,0,0,0
