Índice,NomDepartamento,Año,NumMes,Día,NomClaseAccidente,NomCausaAcc,NomCondMeteorologica,NomDia,NomGeometriaAcc,terreno,secc_tip,n_victimas,n_muertos,n_heridos,Festividad
18387,Colombia,2021,5,5,Volcamiento,Exceso en horas de conduccion,Normal,miercoles,Recta,Plano,Media Ladera Derecha,2,1,1,0
18390,Colombia,2020,6,27,Choque,Exceso en horas de conduccion,Sol,sabado,Recta,Plano,Terraplen,0,0,0,0
18392,Colombia,2019,8,23,Choque,Exceso en horas de conduccion,Lluvia,viernes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
18394,Colombia,2020,12,19,Volcamiento,Exceso en horas de conduccion,Seca,sabado,Curva Izquierda,Ondulado,Media Ladera Derecha,20,3,15,0
18397,Colombia,2021,8,8,Volcamiento,Exceso en horas de conduccion,Seca,domingo,Recta,Plano,Terraplen,4,0,0,0
18400,Colombia,2021,8,6,Volcamiento,Exceso en horas de conduccion,Lluvia,viernes,Curva Izquierda,Ondulado,Terraplen,0,0,0,0
18401,Colombia,2020,9,5,Salida de la vía sin volcarse,Exceso en horas de conduccion,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
18402,Colombia,2019,3,29,Volcamiento,Exceso en horas de conduccion,Lluvia,viernes,Recta,Plano,Terraplen,2,0,0,1
18413,Colombia,2019,3,16,Choque,Exceso en horas de conduccion,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
18416,Colombia,2021,9,10,Choque,Exceso en horas de conduccion,Seca,viernes,Recta,Plano,Terraplen,1,0,1,0
18417,Colombia,2021,1,30,Choque,Exceso en horas de conduccion,Seca,sabado,Recta,Ondulado,Media ladera Izquierda,0,0,0,0
18420,Colombia,2020,7,9,Volcamiento,Exceso en horas de conduccion,Normal,jueves,Recta,Plano,Media ladera Izquierda,0,0,0,0
18423,Colombia,2020,11,7,Choque,Exceso en horas de conduccion,Normal,sabado,Curva Derecha,Plano,Terraplen,1,1,0,0
18427,Colombia,2021,8,25,Choque,Exceso en horas de conduccion,Seca,miercoles,Recta,Plano,Terraplen,0,0,0,0
18430,Colombia,2019,3,7,Salida de la vía sin volcarse,Exceso en horas de conduccion,Normal,jueves,Recta,Plano,Terraplen,1,0,0,0
18431,Colombia,2020,7,2,Choque,Exceso en horas de conduccion,Normal,jueves,Recta,Plano,Terraplen,1,0,1,0
18437,Colombia,2020,12,16,Volcamiento,Exceso en horas de conduccion,Seca,miercoles,Curva Izquierda,Ondulado,Media Ladera Derecha,0,0,0,0
18441,Colombia,2021,1,1,Choque,Exceso en horas de conduccion,Sol,viernes,Recta,Montañoso,Media ladera Izquierda,0,0,0,1
18443,Colombia,2020,9,16,Choque,Exceso en horas de conduccion,Sol,miercoles,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0,0
18445,Colombia,2020,5,5,Choque,Exceso en horas de conduccion,Normal,martes,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0,0
18446,Colombia,2018,12,18,Choque,Exceso en horas de conduccion,Normal,martes,Recta,Plano,Terraplen,2,0,0,0
18463,Colombia,2019,8,10,Choque,Exceso en horas de conduccion,Normal,sabado,Recta,Ondulado,Terraplen,0,0,0,0
18484,Colombia,2019,12,26,Choque,Exceso en horas de conduccion,Sol,jueves,Recta,Plano,Terraplen,5,3,0,0
18488,Colombia,2021,6,23,Volcamiento,Exceso en horas de conduccion,Seca,miercoles,Curva Derecha,Ondulado,Terraplen,2,0,2,0
18497,Colombia,2021,6,13,Volcamiento,Exceso en horas de conduccion,Niebla,domingo,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0,0
18500,Colombia,2020,11,10,Salida de la vía sin volcarse,Exceso en horas de conduccion,Normal,martes,Recta,Plano,Terraplen,0,0,0,0
18502,Colombia,2019,12,23,Choque,Exceso en horas de conduccion,Sol,lunes,Recta,Plano,Terraplen,0,0,0,0
18506,Colombia,2018,11,13,Choque,Exceso en horas de conduccion,Lluvia,martes,Curva Izquierda,Plano,Media ladera Izquierda,0,0,0,0
18514,Colombia,2020,12,30,Choque,Exceso en horas de conduccion,Normal,miercoles,Curva Izquierda,Plano,Terraplen,3,1,2,0
18520,Colombia,2020,8,18,Choque,Exceso en horas de conduccion,Sol,martes,Recta,Plano,Terraplen,1,0,0,0
18521,Colombia,2020,8,30,Volcamiento,Exceso en horas de conduccion,Normal,domingo,Curva Derecha,Plano,Terraplen,0,0,0,0
18522,Colombia,2021,5,1,Choque,Exceso en horas de conduccion,Lluvia,sabado,Recta,Ondulado,Terraplen,1,0,1,1
18529,Colombia,2019,12,16,Choque,Exceso en horas de conduccion,Sol,lunes,Recta,Plano,Terraplen,1,1,0,0
18530,Colombia,2020,10,2,Choque,Exceso en horas de conduccion,Lluvia,viernes,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0,0
18534,Colombia,2020,4,10,Volcamiento,Exceso en horas de conduccion,Normal,viernes,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0,0
18538,Colombia,2020,1,7,Choque,Fallas en luces de frenos,Normal,martes,Recta,Ondulado,Media ladera Izquierda,0,0,0,0
18539,Colombia,2020,12,29,Volcamiento,Fallas en luces de frenos,Seca,martes,Curva Derecha,Ondulado,Terraplen,0,0,0,0
18542,Colombia,2020,8,10,Choque,Fallas en luces de frenos,Normal,lunes,Recta,Ondulado,Media ladera Izquierda,0,0,0,0
18544,Colombia,2020,11,6,Salida de la vía sin volcarse,Fallas en luces de frenos,Seca,viernes,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0,0
"171,Córdoba,2017,9,28,Volcamiento,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
"175,Córdoba,2017,6,4,Choque,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
"177,Córdoba,2017,6,29,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
"178,Córdoba,2017,9,28,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
"186,Córdoba,2017,10,4,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"428,Córdoba,2018,1,15,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,1,0"
"529,Córdoba,2017,11,8,Volcamiento,Sin causa especifica,Normal,miercoles,Curva Izquierda,Plano,Terraplen,"""",0,1,0"
"546,Córdoba,2017,10,13,Salida de la vía sin volcarse,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,"""",0,2,0"
"555,Córdoba,2018,3,14,Volcamiento,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"559,Córdoba,2017,12,6,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"567,Córdoba,2017,10,8,Choque,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
"576,Córdoba,2018,3,14,Volcamiento,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"578,Córdoba,2017,1,27,Salida de la vía sin volcarse,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,0"
"591,Córdoba,2017,4,13,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",1,1,0"
"624,Córdoba,2018,1,17,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,1,0"
"964,Córdoba,2018,1,31,Volcamiento,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"1010,Córdoba,2017,8,12,Atropello,Sin causa especifica,Normal,sabado,Recta,Plano,Cajón,"""",0,0,0"
"1013,Córdoba,2017,8,7,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Cajón,"""",0,0,0"
"1015,Córdoba,2017,8,7,Salida de la vía sin volcarse,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,0,0"
"1017,Córdoba,2017,10,29,Volcamiento,Sin causa especifica,Normal,domingo,Curva Izquierda,Plano,Terraplen,"""",0,0,0"
"1021,Córdoba,2017,6,5,Volcamiento,Sin causa especifica,Normal,lunes,Recta,Plano,Media ladera Izquierda,"""",0,0,0"
"1039,Córdoba,2017,5,1,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,2,1"
"1046,Córdoba,2017,10,9,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,0,0"
"1049,Córdoba,2018,3,19,Choque,Sin causa especifica,Normal,lunes,Recta,Ondulado,Cajón,"""",1,0,0"
"1090,Córdoba,2017,5,29,Volcamiento,Sin causa especifica,Normal,lunes,Recta,Plano,Media ladera Izquierda,"""",0,0,0"
"1102,Córdoba,2017,1,23,Volcamiento,Sin causa especifica,Normal,lunes,Recta,Ondulado,Cajón,"""",0,0,0"
"1158,Córdoba,2018,2,12,Caída ocupante,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",1,1,0"
"1171,Córdoba,2017,9,17,Choque,Sin causa especifica,Normal,domingo,Curva Derecha,Plano,Terraplen,"""",0,1,0"
"1187,Córdoba,2018,1,8,Choque,Sin causa especifica,Seca,lunes,Recta,Plano,Terraplen,"""",1,0,0"
"1189,Córdoba,2018,1,1,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,2,0"
"1197,Córdoba,2017,12,8,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,"""",1,1,0"
"1210,Córdoba,2017,3,12,Salida de la vía sin volcarse,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,"""",0,0,0"
"1225,Córdoba,2017,7,12,Choque,Sin causa especifica,Normal,miercoles,Recta,Ondulado,Terraplen,"""",0,0,0"
"1240,Córdoba,2017,7,9,Choque,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,"""",0,1,0"
"1385,Córdoba,2017,12,21,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,2,0"
"1418,Córdoba,2018,2,1,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
"1423,Córdoba,2017,9,1,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,"""",0,1,0"
"1426,Córdoba,2018,1,16,Choque,Sin causa especifica,Normal,martes,Recta,Plano,Terraplen,"""",0,1,0"
"1447,Córdoba,2017,12,10,Choque,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,"""",1,0,0"
"1451,Córdoba,2018,1,9,Choque,Sin causa especifica,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
"2037,Córdoba,2017,9,12,Choque,Sin causa especifica,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
2450,Córdoba,2019,5,2,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,0,0,0,1
2453,Córdoba,2019,5,2,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,0,0,0,1
2570,Córdoba,2019,5,2,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,0,0,0,1
2598,Córdoba,2019,5,3,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,2,0,2,1
"2651,Córdoba,2017,9,13,Choque,Sin causa especifica,Normal,miercoles,Curva Derecha,Plano,Terraplen,"""",0,0,0"
2688,Córdoba,2019,5,2,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,0,0,0,1
"2718,Córdoba,2017,1,18,Volcamiento,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"2833,Córdoba,2018,1,22,Choque,Sin causa especifica,Normal,lunes,Curva Derecha,Plano,Cajón,"""",0,0,0"
"2841,Córdoba,2017,12,18,Volcamiento,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,1,0"
"2847,Córdoba,2017,7,25,Volcamiento,Sin causa especifica,Normal,martes,Curva Izquierda,Plano,Media Ladera Derecha,"""",0,1,0"
"2860,Córdoba,2018,1,22,Choque,Sin causa especifica,Normal,lunes,Curva Derecha,Plano,Cajón,"""",0,0,0"
"2863,Córdoba,2018,2,6,Choque,Sin causa especifica,Normal,martes,Recta,Ondulado,Cajón,"""",1,0,0"
"2866,Córdoba,2018,3,26,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,1,0"
"2870,Córdoba,2017,8,25,Choque,Sin causa especifica,Normal,viernes,Curva Derecha,Plano,Cajón,"""",0,0,0"
"2878,Córdoba,2018,3,30,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,0"
"2912,Córdoba,2017,9,25,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,3,0"
"2917,Córdoba,2017,11,17,Choque,Sin causa especifica,Lluvia,viernes,Recta,Plano,Terraplen,"""",0,0,0"
"3005,Córdoba,2017,7,27,Volcamiento,Sin causa especifica,Normal,jueves,Curva Derecha,Plano,Terraplen,"""",0,0,0"
"3010,Córdoba,2017,7,19,Volcamiento,Sin causa especifica,Normal,miercoles,Curva Derecha,Plano,Cajón,"""",0,0,0"
"3016,Córdoba,2017,5,16,Caída de carga,Sin causa especifica,Normal,martes,Curva Derecha,Plano,Terraplen,"""",0,0,0"
"3054,Córdoba,2017,3,28,Volcamiento,Sin causa especifica,Normal,martes,Curva Izquierda,Plano,Terraplen,"""",0,1,0"
"3103,Córdoba,2017,4,13,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,2,0"
"3120,Córdoba,2018,1,18,Volcamiento,Sin causa especifica,Normal,jueves,Curva Derecha,Plano,Media Ladera Derecha,"""",0,0,0"
3286,Córdoba,2019,5,2,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,0,0,0,1
"3427,Córdoba,2017,10,21,Choque,,Normal,sabado,Recta,Plano,Terraplen,"""",0,1,0"
"3497,Córdoba,2018,1,3,Choque,,Normal,miercoles,Recta,Ondulado,Cajón,"""",1,0,0"
"3610,Córdoba,2017,12,3,Choque,,Seca,domingo,Curva Izquierda,Plano,Terraplen,"""",5,5,0"
"3796,Córdoba,2017,8,7,Volcamiento,,Normal,lunes,Recta,Plano,Terraplen,"""",0,1,0"
"4000,Córdoba,2018,3,24,Choque,Falta de prevencion ante animales en la via,Normal,sabado,Recta,Plano,Media Ladera Derecha,"""",0,1,0"
"4022,Córdoba,2017,2,28,Choque,Falta de prevencion ante animales en la via,Normal,martes,Curva Derecha,Plano,Terraplen,"""",0,0,0"
4028,Córdoba,2020,1,15,Volcamiento,Falta de prevencion ante animales en la via,Normal,miercoles,Recta,Ondulado,Media Ladera Derecha,1,0,1,0
"4102,Córdoba,2017,3,3,Choque,Falta de prevencion ante animales en la via,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,0"
"4147,Córdoba,2017,7,5,Choque,Falta de prevencion ante animales en la via,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
"4195,Córdoba,2017,1,1,Choque,Falta de prevencion ante animales en la via,Normal,domingo,Recta,Plano,Cajón,"""",0,0,0"
"4227,Córdoba,2017,8,5,Choque,Falta de prevencion ante animales en la via,Normal,sabado,Recta,Plano,Terraplen,"""",0,0,0"
4359,Córdoba,2019,7,2,Choque,Huecos,Normal,martes,Recta,Plano,Terraplen,2,0,0,0
4379,Córdoba,2021,3,13,Choque,No esperar prelacion de intersecciones o giros,Normal,sabado,Curva Derecha,Ondulado,Media Ladera Derecha,3,0,0,0
"4422,Córdoba,2017,3,2,Choque,No esperar prelacion de intersecciones o giros,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
4427,Córdoba,2020,11,12,Choque,No esperar prelacion de intersecciones o giros,Normal,jueves,Recta,Plano,Terraplen,1,0,0,0
4452,Córdoba,2021,7,10,Choque,No esperar prelacion de intersecciones o giros,Normal,sabado,Recta,Plano,Terraplen,1,1,0,0
4475,Córdoba,2020,9,30,Choque,No hacer uso de señales reflectivas o luminosas,Normal,miercoles,Recta,Plano,Terraplen,3,0,3,0
"4497,Córdoba,2017,3,31,Choque,carga sobresaliente sin señal,Normal,viernes,Curva Izquierda,Plano,Terraplen,"""",0,2,0"
4583,Córdoba,2020,1,5,Choque,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,0,0,0,0
4624,Córdoba,2021,3,5,Choque,Otra - Conductor en General,Normal,viernes,Recta,Plano,Terraplen,2,0,2,0
4625,Córdoba,2019,12,25,Choque,Otra - Conductor en General,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
4633,Córdoba,2020,1,20,Choque,Otra - Conductor en General,Normal,lunes,Curva Derecha,Ondulado,Terraplen,1,0,0,0
4661,Córdoba,2021,7,23,Atropello,Otra - Conductor en General,Normal,viernes,Recta,Ondulado,Terraplen,2,0,2,0
4693,Córdoba,2021,2,2,Choque,Otra - Conductor en General,Normal,martes,Recta,Ondulado,Cajón,0,0,0,0
4705,Córdoba,2020,1,9,Volcamiento,Otra - Conductor en General,Normal,jueves,Curva Izquierda,Plano,Terraplen,0,0,0,0
4726,Córdoba,2020,11,29,Choque,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
4741,Córdoba,2020,3,11,Volcamiento,Otra - Conductor en General,Normal,miercoles,Recta,Ondulado,Terraplen,1,0,0,0
4743,Córdoba,2020,10,30,Choque,Otra - Conductor en General,Normal,viernes,Recta,Plano,Media ladera Izquierda,0,0,0,0
4777,Córdoba,2019,11,2,Choque,Otra - Conductor en General,Normal,sabado,Curva Derecha,Ondulado,Terraplen,2,0,2,0
4782,Córdoba,2020,3,8,Choque,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,4,1,0,0
4787,Córdoba,2021,2,24,Choque,Otra - Conductor en General,Normal,miercoles,Recta,Plano,Terraplen,1,0,1,0
4811,Córdoba,2021,8,22,Choque,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,2,0,2,0
4820,Córdoba,2021,5,7,Volcamiento,Otra - Conductor en General,Normal,viernes,Curva Derecha,Plano,Terraplen,0,0,0,0
4823,Córdoba,2020,1,13,Choque,Otra - Conductor en General,Normal,lunes,Recta,Plano,Terraplen,1,0,1,0
4871,Córdoba,2020,5,26,Volcamiento,Otra - Conductor en General,Normal,martes,Curva Izquierda,Ondulado,Terraplen,0,0,0,0
4873,Córdoba,2020,3,12,Choque,Otra - Conductor en General,Normal,jueves,Recta,Plano,Terraplen,2,1,0,0
4928,Córdoba,2020,3,5,Choque,Otra - Conductor en General,Normal,jueves,Recta,Ondulado,Cajón,0,0,0,0
4930,Córdoba,2019,8,6,Choque,Otra - Conductor en General,Normal,martes,Recta,Ondulado,Terraplen,2,2,0,0
4934,Córdoba,2019,10,21,Volcamiento,Otra - Conductor en General,Normal,lunes,Recta,Plano,Terraplen,1,0,1,0
4938,Córdoba,2021,2,20,Choque,Otra - Conductor en General,Normal,sabado,Recta,Plano,Terraplen,1,0,1,0
4956,Córdoba,2020,2,8,Choque,Otra - Conductor en General,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
5001,Córdoba,2021,3,5,Atropello,Otra - Conductor en General,Normal,viernes,Recta,Plano,Terraplen,1,1,0,0
5035,Córdoba,2021,4,15,Choque,Otra - Conductor en General,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
5039,Córdoba,2020,2,12,Volcamiento,Otra - Conductor en General,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
5081,Córdoba,2021,2,20,Choque,Otra - Conductor en General,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
5087,Córdoba,2019,11,11,Choque,Otra - Conductor en General,Normal,lunes,Curva Izquierda,Ondulado,Media Ladera Derecha,5,4,0,0
5112,Córdoba,2020,2,17,Choque,Otra - Conductor en General,Normal,lunes,Recta,Plano,Cajón,1,0,1,0
5159,Córdoba,2021,5,19,Choque,Otra - Conductor en General,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
5169,Córdoba,2019,9,18,Atropello,Otra - Conductor en General,Normal,miercoles,Recta,Ondulado,Terraplen,1,1,0,0
5206,Córdoba,2019,12,20,Volcamiento,Otra - Conductor en General,Normal,viernes,Recta,Ondulado,Terraplen,0,0,0,0
5215,Córdoba,2021,4,4,Choque,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,1,0,0,0
5279,Córdoba,2021,5,22,Salida de la vía sin volcarse,Otra - Conductor en General,Normal,sabado,Curva Derecha,Plano,Terraplen,0,0,0,0
5297,Córdoba,2020,2,13,Choque,Otra - Conductor en General,Normal,jueves,Recta,Ondulado,Cajón,0,0,0,0
5353,Córdoba,2021,2,11,Volcamiento,Otra - Conductor en General,Normal,jueves,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0,0
5356,Córdoba,2021,2,7,Choque,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,2,1,0,0
5385,Córdoba,2021,7,4,Volcamiento,Otra - Conductor en General,Normal,domingo,Recta,Plano,Terraplen,1,0,1,0
5394,Córdoba,2020,5,5,Volcamiento,Otra - Conductor en General,Normal,martes,Curva Derecha,Ondulado,Terraplen,0,0,0,1
5408,Córdoba,2020,1,18,Choque,Otra - Conductor en General,Normal,sabado,Recta,Plano,Cajón,1,1,0,0
5427,Córdoba,2020,6,25,Choque,Otra - Conductor en General,Normal,jueves,Recta,Plano,Terraplen,1,0,0,0
5443,Córdoba,2019,11,14,Choque,Otra - Conductor en General,Normal,jueves,Curva Derecha,Plano,Terraplen,2,0,2,0
5496,Córdoba,2019,11,30,Choque,Otra - Conductor en General,Normal,sabado,Recta,Plano,Terraplen,1,0,1,0
5505,Córdoba,2021,1,2,Choque,Otra - Conductor en General,Normal,sabado,Curva Derecha,Ondulado,Media Ladera Derecha,2,1,0,0
5539,Córdoba,2021,1,6,Choque,Otra - Conductor en General,Normal,miercoles,Recta,Plano,Terraplen,0,0,0,0
5551,Córdoba,2019,11,7,Atropello,Otra - Conductor en General,Normal,jueves,Curva Derecha,Ondulado,Cajón,1,0,0,0
5580,Córdoba,2020,2,13,Choque,Otra - Conductor en General,Normal,jueves,Recta,Ondulado,Cajón,0,0,0,0
5582,Córdoba,2020,8,5,Volcamiento,Otra - Conductor en General,Normal,miercoles,Recta,Ondulado,Media Ladera Derecha,0,0,0,0
5600,Córdoba,2019,9,12,Volcamiento,Otra - Conductor en General,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
5631,Córdoba,2020,2,23,Choque,Otra - Conductor en General,Normal,domingo,Recta,Plano,Cajón,0,0,0,0
5658,Córdoba,2020,9,19,Choque,Otra - Conductor en General,Normal,sabado,Recta,Plano,Terraplen,2,0,2,0
5690,Córdoba,2021,1,29,Choque,Otra - Conductor en General,Normal,viernes,Recta,Plano,Terraplen,1,0,1,0
5744,Córdoba,2021,6,8,Choque,Otra - Conductor en General,Normal,martes,Recta,Plano,Terraplen,1,0,1,0
5751,Córdoba,2021,6,21,Choque,Otra - Conductor en General,Normal,lunes,Recta,Ondulado,Terraplen,2,0,1,0
5767,Córdoba,2020,3,4,Volcamiento,Otra - Conductor en General,Normal,miercoles,Recta,Plano,Terraplen,1,1,0,0
5771,Córdoba,2021,5,3,Choque,Otra - Conductor en General,Normal,lunes,Curva Izquierda,Plano,Terraplen,0,0,0,1
5808,Córdoba,2020,11,21,Choque,Otra - Conductor en General,Normal,sabado,Curva Izquierda,Plano,Terraplen,1,0,1,0
5831,Córdoba,2020,6,25,Choque,Otra - Conductor en General,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
5833,Córdoba,2021,3,1,Choque,Otra - Conductor en General,Normal,lunes,Curva Derecha,Plano,Terraplen,2,0,0,0
5842,Córdoba,2021,3,22,Choque,Otra - Conductor en General,Normal,lunes,Recta,Plano,Terraplen,2,1,0,0
5862,Córdoba,2019,10,26,Volcamiento,Otra - Conductor en General,Normal,sabado,Recta,Ondulado,Terraplen,1,0,1,0
5888,Córdoba,2020,9,21,Choque,Otra - Conductor en General,Normal,lunes,Recta,Plano,Terraplen,1,0,1,0
5896,Córdoba,2020,11,19,Choque,Otra - Conductor en General,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
5963,Córdoba,2020,11,10,Volcamiento,Otra - Del Vehiculo,Normal,martes,Curva Derecha,Ondulado,Terraplen,0,0,0,0
5991,Córdoba,2019,12,16,Volcamiento,Otra - Del Vehiculo,Normal,lunes,Recta,Ondulado,Terraplen,1,0,1,0
6548,Córdoba,2020,10,29,Atropello,Otras -Del Peatón,Normal,jueves,Recta,Plano,Terraplen,2,0,0,0
6549,Córdoba,2019,8,8,Atropello,Otras -Del Peatón,Normal,jueves,Curva Derecha,Plano,Terraplen,0,0,0,0
6578,Córdoba,2021,2,28,Choque,Pararse sobre la clazada,Normal,domingo,Recta,Plano,Terraplen,3,0,3,0
6608,Córdoba,2019,9,21,Choque,Salirse de la calzada,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
6609,Córdoba,2019,9,29,Volcamiento,Salirse de la calzada,Normal,domingo,Curva Derecha,Ondulado,Terraplen,2,0,2,0
6616,Córdoba,2019,12,7,Volcamiento,Salirse de la calzada,Normal,sabado,Curva Izquierda,Ondulado,Terraplen,2,1,0,0
6625,Córdoba,2021,3,11,Volcamiento,Salirse de la calzada,Normal,jueves,Recta,Ondulado,Terraplen,0,0,0,0
6629,Córdoba,2020,12,10,Choque,Salirse de la calzada,Normal,jueves,Curva Izquierda,Plano,Terraplen,1,1,0,0
6630,Córdoba,2021,6,26,Volcamiento,Salirse de la calzada,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
6635,Córdoba,2019,10,4,Volcamiento,Salirse de la calzada,Normal,viernes,Recta,Plano,Terraplen,0,0,0,0
6636,Córdoba,2021,5,30,Volcamiento,Salirse de la calzada,Normal,domingo,Recta,Plano,Terraplen,0,0,0,0
6649,Córdoba,2020,11,22,Choque,Salirse de la calzada,Normal,domingo,Recta,Plano,Terraplen,2,1,0,0
6652,Córdoba,2020,12,31,Volcamiento,Salirse de la calzada,Seca,jueves,Recta,Plano,Terraplen,0,0,0,0
6655,Córdoba,2020,7,31,Volcamiento,Salirse de la calzada,Normal,viernes,Recta,Ondulado,Terraplen,0,0,0,0
6657,Córdoba,2020,7,27,Volcamiento,Salirse de la calzada,Normal,lunes,Recta,Plano,Terraplen,1,0,1,0
6661,Córdoba,2020,12,8,Volcamiento,Salirse de la calzada,Normal,martes,Curva Derecha,Plano,Terraplen,1,0,0,0
6666,Córdoba,2020,7,12,Choque,Salirse de la calzada,Normal,domingo,Curva Izquierda,Plano,Terraplen,0,0,0,0
6672,Córdoba,2020,5,14,Volcamiento,Salirse de la calzada,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
6677,Córdoba,2020,8,15,Choque,Salirse de la calzada,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
6679,Córdoba,2019,12,29,Volcamiento,Salirse de la calzada,Normal,domingo,Curva Derecha,Plano,Terraplen,0,0,0,0
6681,Córdoba,2020,10,11,Choque,Salirse de la calzada,Normal,domingo,Curva Izquierda,Ondulado,Cajón,2,1,0,0
6692,Córdoba,2020,11,16,Volcamiento,Salirse de la calzada,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
6702,Córdoba,2020,7,30,Choque,Salirse de la calzada,Normal,jueves,Curva Derecha,Ondulado,Terraplen,1,0,0,1
6705,Córdoba,2020,9,5,Choque,Salirse de la calzada,Normal,sabado,Recta,Plano,Terraplen,0,0,0,0
6707,Córdoba,2021,6,11,Volcamiento,Salirse de la calzada,Normal,viernes,Curva Izquierda,Ondulado,Media Ladera Derecha,2,0,0,0
