Índice,Año,NumMes,Día,NomDepartamento,NomClaseAccidente,NomCausaAcc,NomGeometriaAcc,terreno,secc_tip,n_muertos,n_heridos,Festividad
10913,2019,10,12,Boyacá,Volcamiento,Impericia en el manejo,Curva Derecha,Montañoso,Cajón,0,0,1
10914,2020,10,16,Caldas,Choque,Impericia en el manejo,Recta,Montañoso,Media ladera Izquierda,1,0,0
10915,2021,1,29,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Media Ladera Derecha,0,0,0
10916,2017,4,16,Sucre,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10917,2019,8,3,Risaralda,Choque,Impericia en el manejo,Recta,Ondulado,Terraplen,0,1,0
10918,2021,2,4,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Escarpado,Media Ladera Derecha,0,0,0
10919,2019,12,1,Colombia,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10920,2021,3,2,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media Ladera Derecha,0,1,0
10921,2020,1,13,Córdoba,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10922,2017,6,16,Valle del Cauca,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10923,2020,12,11,Tolima,Caída ocupante,Impericia en el manejo,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
10924,2020,9,16,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media ladera Izquierda,0,1,0
10925,2021,1,13,Boyacá,Atropello,Impericia en el manejo,Curva Derecha,Montañoso,Media Ladera Derecha,0,1,0
10926,2017,8,19,Huila,Choque,Impericia en el manejo,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
10927,2018,9,17,Caldas,Choque,Impericia en el manejo,Recta,Montañoso,Media ladera Izquierda,0,2,0
10928,2018,1,10,Antioquia,Choque,Impericia en el manejo,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
10929,2021,5,11,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10930,2020,2,22,Casanare,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10931,2020,10,15,Meta,Choque,Impericia en el manejo,Curva Derecha,Plano,Terraplen,1,0,0
10932,2019,8,26,Tolima,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10933,2018,1,20,Córdoba,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10934,2019,7,20,Caldas,Atropello,Impericia en el manejo,Recta,Montañoso,Media ladera Izquierda,0,1,0
10935,2018,3,3,Cauca,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10936,2020,10,2,Boyacá,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10937,2020,9,20,Putumayo,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media ladera Izquierda,1,0,0
10938,2020,7,19,Casanare,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10939,2017,9,19,Tolima,Choque,Impericia en el manejo,Curva Derecha,Montañoso,Media Ladera Derecha,0,1,0
10940,2018,2,5,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Media Ladera Derecha,0,0,0
10941,2020,12,24,Putumayo,Choque,Impericia en el manejo,Curva Derecha,Plano,Terraplen,0,4,0
10942,2020,1,24,Norte de Santander,Choque,Impericia en el manejo,Recta,Plano,Terraplen,1,1,0
10943,2020,12,15,Valle del Cauca,Caída de piedra,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10944,2020,5,22,Córdoba,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,1,0,0
10945,2021,2,21,Norte de Santander,Choque,Impericia en el manejo,Curva Izquierda,Plano,Media Ladera Derecha,0,1,0
10946,2020,10,10,Colombia,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10947,2019,11,12,Nariño,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media ladera Izquierda,1,0,0
10948,2018,11,27,Colombia,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10949,2019,10,15,Boyacá,Volcamiento,Impericia en el manejo,Curva Izquierda,Escarpado,Media ladera Izquierda,0,1,1
10950,2019,11,3,Norte de Santander,Choque,Impericia en el manejo,Curva Izquierda,Ondulado,Terraplen,0,0,0
10951,2020,9,5,Cesar,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10952,2020,8,26,Colombia,Choque,Impericia en el manejo,Recta,Ondulado,Media Ladera Derecha,0,2,0
10953,2020,1,25,Meta,Caída ocupante,Impericia en el manejo,Curva Izquierda,Plano,Terraplen,0,1,0
10954,2020,12,7,Colombia,Choque,Impericia en el manejo,Curva Izquierda,Ondulado,Media Ladera Derecha,0,0,0
10955,2019,12,23,Colombia,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10956,2021,1,19,Boyacá,Volcamiento,Impericia en el manejo,Curva Izquierda,Plano,Media ladera Izquierda,0,0,0
10957,2021,5,10,Boyacá,Choque,Impericia en el manejo,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
10958,2020,11,3,Norte de Santander,Atropello,Impericia en el manejo,Curva Izquierda,Ondulado,Terraplen,0,1,0
10959,2021,5,18,Colombia,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10960,2017,12,18,Antioquia,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,1,0,0
10961,2020,9,18,Colombia,Salida de la vía sin volcarse,Impericia en el manejo,Recta,Montañoso,Media Ladera Derecha,0,1,0
10962,2021,7,2,Colombia,Choque,Impericia en el manejo,Curva Izquierda,Montañoso,Media ladera Izquierda,0,2,0
10963,2017,4,27,Risaralda,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,2,0
10964,2019,8,25,Antioquia,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Terraplen,0,0,0
10965,2019,3,23,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,1
10966,2018,9,18,Tolima,Choque,Impericia en el manejo,Curva Izquierda,Escarpado,Media Ladera Derecha,0,0,0
10967,2018,12,24,Nariño,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10968,2020,5,16,Colombia,Choque,Impericia en el manejo,Curva Derecha,Montañoso,Media Ladera Derecha,0,1,0
10969,2020,1,12,Casanare,Otro,Impericia en el manejo,Curva Izquierda,Ondulado,Cajón,1,1,0
10970,2019,12,22,Risaralda,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,2,0
10971,2018,3,1,Nariño,Choque,Impericia en el manejo,Curva Izquierda,Montañoso,Media Ladera Derecha,0,1,0
10972,2020,4,26,Colombia,Caída ocupante,Impericia en el manejo,Curva Derecha,Plano,Media ladera Izquierda,0,2,0
10973,2021,2,4,Boyacá,Volcamiento,Impericia en el manejo,Curva Izquierda,Ondulado,Media Ladera Derecha,0,0,0
10974,2020,7,15,Valle del Cauca,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10975,2020,10,4,Putumayo,Volcamiento,Impericia en el manejo,Curva Izquierda,Ondulado,Media ladera Izquierda,0,1,0
10976,2018,8,24,Cundinamarca,Choque,Impericia en el manejo,Recta,Montañoso,Media ladera Izquierda,1,0,0
10977,2017,12,5,Antioquia,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10978,2018,1,1,Bolívar,Choque,Impericia en el manejo,Recta,Ondulado,Terraplen,1,1,0
10979,2021,1,14,Norte de Santander,Choque,Impericia en el manejo,Recta,Ondulado,Terraplen,0,0,0
10980,2021,5,9,Colombia,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10981,2019,9,20,Boyacá,Salida de la vía sin volcarse,Impericia en el manejo,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
10982,2019,10,29,Norte de Santander,Choque,Impericia en el manejo,Curva Izquierda,Montañoso,Terraplen,0,2,0
10983,2020,10,9,Putumayo,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10984,2020,8,29,Córdoba,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10985,2020,10,14,Boyacá,Salida de la vía sin volcarse,Impericia en el manejo,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
10986,2020,8,12,Boyacá,Choque,Impericia en el manejo,Recta,Montañoso,Terraplen,0,1,0
10987,2020,3,4,Colombia,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
10988,2020,2,12,Sucre,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,0,3,0
10989,2019,12,14,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Plano,Media Ladera Derecha,0,0,0
10990,2020,3,30,Boyacá,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,0,1
10991,2020,7,9,Santander,Volcamiento,Impericia en el manejo,Curva Derecha,Ondulado,Media ladera Izquierda,0,2,0
10992,2020,3,2,Córdoba,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
10993,2021,1,14,Tolima,Volcamiento,Impericia en el manejo,Curva Derecha,Escarpado,Media ladera Izquierda,0,0,0
10994,2020,7,17,Meta,Choque,Impericia en el manejo,Curva Izquierda,Escarpado,Media ladera Izquierda,0,0,0
10995,2017,1,10,Antioquia,Choque,Impericia en el manejo,Recta,Montañoso,Media Ladera Derecha,0,0,0
10996,2020,2,26,Valle del Cauca,Choque,Impericia en el manejo,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
10997,2019,7,27,Cauca,Atropello,Impericia en el manejo,Recta,Plano,Media Ladera Derecha,0,1,0
10998,2020,12,9,Tolima,Choque,Impericia en el manejo,Recta,Montañoso,Media Ladera Derecha,0,0,0
10999,2017,2,18,Antioquia,Choque,Impericia en el manejo,Recta,Montañoso,Media Ladera Derecha,0,0,0
11000,2017,12,28,Quindío,Choque,Impericia en el manejo,Recta,Plano,Cajón,0,0,0
11001,2019,9,7,Caldas,Choque,Impericia en el manejo,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
11002,2020,6,4,Boyacá,Volcamiento,Impericia en el manejo,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
11003,2021,7,9,Colombia,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
11004,2020,12,29,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
11005,2020,6,22,Boyacá,Volcamiento,Impericia en el manejo,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
11006,2020,12,16,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Terraplen,2,0,1
11007,2020,9,25,San Andres y Providencia,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
11008,2019,9,5,Putumayo,Caída ocupante,Impericia en el manejo,Recta,Plano,Terraplen,0,2,0
11009,2020,3,29,Colombia,Choque,Impericia en el manejo,Curva Izquierda,Plano,Media ladera Izquierda,0,1,1
11010,2021,3,1,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
11011,2020,9,27,San Andres y Providencia,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
11012,2021,8,6,Boyacá,Volcamiento,Impericia en el manejo,Curva Izquierda,Montañoso,Cajón,1,1,0
11013,2020,4,30,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Terraplen,0,3,0
11014,2020,8,21,Risaralda,Volcamiento,Impericia en el manejo,Recta,Plano,Terraplen,0,2,0
11015,2020,9,28,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Media Ladera Derecha,0,0,0
11016,2020,1,3,Cauca,Choque,Impericia en el manejo,Curva Izquierda,Ondulado,Media Ladera Derecha,1,2,0
11017,2019,10,25,Boyacá,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
11018,2019,12,24,Colombia,Choque,Impericia en el manejo,Curva Izquierda,Ondulado,Media ladera Izquierda,1,1,0
11019,2019,8,14,Putumayo,Choque,Impericia en el manejo,Curva Derecha,Plano,Terraplen,0,0,0
11020,2020,10,3,Boyacá,Salida de la vía sin volcarse,Impericia en el manejo,Curva Derecha,Plano,Media ladera Izquierda,0,0,0
11021,2020,10,18,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Plano,Media ladera Izquierda,0,1,0
11022,2021,8,15,Meta,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,2,0,0
11023,2020,1,24,Cauca,Choque,Impericia en el manejo,Recta,Montañoso,Media Ladera Derecha,0,1,0
11024,2020,6,21,Nariño,Choque,Impericia en el manejo,Recta,Plano,Terraplen,1,0,0
11025,2017,12,10,Córdoba,Choque,Impericia en el manejo,Recta,Plano,Terraplen,1,0,0
11026,2019,12,5,Huila,Caída ocupante,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
11027,2020,11,3,Colombia,Choque,Impericia en el manejo,Recta,Ondulado,Media ladera Izquierda,0,0,0
11028,2020,1,13,Córdoba,Atropello,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
11029,2017,4,5,Valle del Cauca,Choque,Impericia en el manejo,Curva Izquierda,Plano,Terraplen,0,1,0
11030,2017,12,10,Antioquia,Choque,Impericia en el manejo,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11031,2020,9,16,Colombia,Choque,Impericia en el manejo,Recta,Ondulado,Media ladera Izquierda,0,1,0
11032,2019,3,9,Santander,Choque,Impericia en el manejo,Curva Izquierda,Ondulado,Terraplen,0,0,0
11033,2019,10,2,Boyacá,Salida de la vía sin volcarse,Impericia en el manejo,Curva Izquierda,Ondulado,Media Ladera Derecha,0,0,0
11034,2020,4,26,Colombia,Caída ocupante,Impericia en el manejo,Curva Derecha,Plano,Media ladera Izquierda,0,2,0
11035,2017,11,29,Casanare,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,2,0
11036,2020,10,3,Colombia,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,3,0
11037,2020,10,15,Putumayo,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Terraplen,0,1,0
11038,2021,2,26,Boyacá,Salida de la vía sin volcarse,Impericia en el manejo,Curva Izquierda,Ondulado,Media Ladera Derecha,0,0,1
11039,2021,3,24,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,1
11040,2020,9,14,Risaralda,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,0,0
11041,2017,2,17,Sucre,Atropello,Impericia en el manejo,Recta,Plano,Cajón,0,1,0
11042,2019,10,11,Boyacá,Choque,Impericia en el manejo,Recta,Montañoso,Media ladera Izquierda,0,0,0
11043,2020,1,16,Sucre,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,2,1
11044,2018,8,6,Tolima,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,2,0
11045,2020,10,2,Colombia,Choque,Impericia en el manejo,Recta,Ondulado,Media ladera Izquierda,0,1,0
11046,2021,5,23,Norte de Santander,Choque,Impericia en el manejo,Recta,Ondulado,Terraplen,0,2,0
11047,2020,2,19,Meta,Choque,Impericia en el manejo,Recta,Plano,Terraplen,1,0,0
11048,2020,8,13,Colombia,Volcamiento,Impericia en el manejo,Curva Derecha,Ondulado,Cajón,0,0,0
11049,2019,8,26,Tolima,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,2,0
11050,2019,10,3,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Montañoso,Cajón,0,1,0
11051,2020,8,15,Colombia,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media Ladera Derecha,1,0,0
11052,2021,2,20,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0
11053,2017,7,23,Antioquia,Choque,Impericia en el manejo,Recta,Montañoso,Media ladera Izquierda,1,0,0
11054,2020,8,20,Boyacá,Choque,Impericia en el manejo,Curva Derecha,Montañoso,Terraplen,0,1,1
11055,2019,11,7,Colombia,Choque,Impericia en el manejo,Recta,Plano,Terraplen,0,1,0
11056,2019,12,11,Caldas,Choque,Incendio por reparación indebida,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11057,2017,6,17,Valle del Cauca,Choque,Incendio por reparación indebida,Recta,Plano,Terraplen,0,0,0
11058,2017,6,17,Valle del Cauca,Choque,Incendio por reparación indebida,Recta,Plano,Terraplen,0,0,0
11059,2019,12,30,Colombia,Choque,Incendio por reparación indebida,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
11060,2019,8,6,Cauca,Choque,No cambiar luces,Recta,Plano,Terraplen,0,2,0
11061,2020,3,27,Caldas,Choque,No cambiar luces,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
11062,2021,3,19,Huila,Volcamiento,No cambiar luces,Recta,Plano,Terraplen,0,0,0
11063,2020,6,26,Antioquia,Choque,No cambiar luces,Recta,Plano,Terraplen,0,2,0
11064,2017,2,22,Sucre,Volcamiento,No cambiar luces,Curva Derecha,Plano,Terraplen,0,1,0
11065,2020,8,14,Antioquia,Choque,No cambiar luces,Recta,Plano,Media Ladera Derecha,0,1,1
11066,2019,6,6,Caldas,Volcamiento,No cambiar luces,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
11067,2018,2,28,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media ladera Izquierda,0,0,0
11068,2019,12,23,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Cajón,0,0,0
11069,2019,1,9,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11070,2017,8,1,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11071,2018,9,13,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,1,0,0
11072,2020,2,12,Caldas,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11073,2019,1,19,Santander,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,1
11074,2017,5,18,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11075,2019,9,23,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,4,0
11076,2018,5,7,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11077,2021,1,2,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
11078,2017,10,31,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11079,2020,4,11,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,1,0,0
11080,2016,12,25,Cauca,Choque,No mantener distancia de seguridad,Recta,Montañoso,Terraplen,0,1,0
11081,2018,10,14,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11082,2017,5,20,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11083,2017,11,8,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Cajón,0,0,0
11084,2020,2,23,Caldas,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11085,2017,4,8,Caldas,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11086,2018,1,11,Córdoba,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
11087,2020,9,5,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11088,2017,7,19,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
11089,2018,2,26,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11090,2020,1,9,Colombia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
11091,2018,5,16,Casanare,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
11092,2021,7,8,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
11093,2020,3,18,Quindío,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
11094,2020,9,15,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11095,2016,12,4,Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Media ladera Izquierda,0,1,0
11096,2018,7,27,Norte de Santander,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11097,2020,1,4,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11098,2018,1,5,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,1
11099,2019,10,4,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11100,2020,9,15,Guajira,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11101,2019,11,12,Colombia,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Media Ladera Derecha,0,1,0
11102,2018,3,10,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,2,0
11103,2019,9,24,Colombia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
11104,2018,10,7,Antioquia,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,1
11105,2019,10,10,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,1,2,0
11106,2018,3,1,Caldas,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11107,2017,4,22,Antioquia,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11108,2017,9,29,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11109,2017,7,30,Quindío,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
11110,2018,8,14,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
11111,2020,6,15,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11112,2019,1,31,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
11113,2017,9,27,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11114,2021,4,7,Casanare,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
11115,2020,2,25,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11116,2017,11,24,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Media Ladera Derecha,0,0,0
11117,2017,7,29,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11118,2017,12,8,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11119,2017,4,6,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11120,2019,11,24,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11121,2018,9,11,Quindío,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
11122,2019,12,16,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11123,2020,9,3,Boyacá,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Media Ladera Derecha,0,0,0
11124,2020,2,12,Colombia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
11125,2020,12,4,Tolima,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
11126,2019,1,4,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11127,2019,3,7,Santander,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
11128,2018,11,25,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11129,2020,2,15,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11130,2017,12,27,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Cajón,0,2,0
11131,2018,8,23,Quindío,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
11132,2019,7,12,Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11133,2017,9,4,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media Ladera Derecha,0,0,0
11134,2017,1,13,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11135,2017,8,9,Risaralda,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,0,0
11136,2018,1,25,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Media ladera Izquierda,0,0,1
11137,2017,11,15,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11138,2019,9,12,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
11139,2019,2,15,Antioquia,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Terraplen,0,0,0
11140,2017,1,15,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
11141,2019,1,3,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11142,2019,5,4,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
11143,2017,1,8,Quindío,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
11144,2020,9,19,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
11145,2018,10,8,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11146,2017,5,15,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Terraplen,0,0,0
11147,2020,5,10,Colombia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media Ladera Derecha,0,0,0
11148,2020,1,8,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,1
11149,2019,9,17,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11150,2017,2,7,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11151,2017,6,24,Antioquia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,1
11152,2017,8,28,Tolima,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
11153,2021,8,7,Colombia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,1
11154,2017,1,20,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11155,2018,7,9,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11156,2017,3,10,Quindío,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11157,2017,3,17,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
11158,2017,6,17,Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Media Ladera Derecha,1,0,0
11159,2019,9,5,Risaralda,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Terraplen,0,3,0
11160,2017,1,5,Cauca,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,1,1
