Índice,Año,NumMes,Día,NomDepartamento,NomClaseAccidente,NomCausaAcc,NomGeometriaAcc,terreno,secc_tip,n_muertos,n_heridos,Festividad
240,2017,5,31,Caldas,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
241,2018,7,11,Sucre,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,9,0
242,2018,6,24,Caquetá,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
243,2017,4,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
244,2017,4,3,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,2,0
245,2017,4,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
246,2017,3,27,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
247,2017,7,18,Tolima,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
248,2017,7,12,Casanare,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,3,0
249,2017,4,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
250,2019,2,26,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
251,2019,1,24,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
252,2017,4,4,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
253,2017,5,15,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
254,2017,2,20,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,0,0
255,2019,2,2,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Plano,Terraplen,0,0,0
256,2019,2,9,Antioquia,Atropello,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
257,2017,4,26,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
258,2018,2,13,Caldas,Incendio,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
259,2017,2,27,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media Ladera Derecha,0,0,0
260,2018,6,9,Quindío,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
261,2018,8,20,Tolima,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
262,2017,4,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,3,0
263,2017,3,16,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
264,2017,7,29,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,1
265,2017,4,6,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
266,2017,3,3,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
267,2017,2,26,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
268,2017,4,7,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
269,2017,3,11,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,1,0
270,2017,5,24,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
271,2017,3,11,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,1,0
272,2017,3,7,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,4,0
273,2017,3,18,Antioquia,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
274,2018,7,26,Sucre,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
275,2019,2,22,Cundinamarca,Volcamiento,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
276,2017,2,24,Antioquia,Choque,Sin causa especifica,Curva Derecha,Plano,Media ladera Izquierda,0,2,0
277,2017,7,31,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,5,0
278,2018,7,1,Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
279,2019,1,7,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,1
280,2017,8,24,Norte de Santander,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
281,2017,7,22,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
282,2017,6,17,Casanare,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
283,2017,4,17,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
284,2018,8,18,Tolima,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,2,0
285,2019,1,27,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
286,2017,7,19,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
287,2017,2,26,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,2,0
288,2017,3,16,Antioquia,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,1,0
289,2017,2,10,Antioquia,Caída ocupante,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
290,2018,7,21,Cauca,Choque,Sin causa especifica,Recta,Ondulado,Media Ladera Derecha,0,0,0
291,2017,3,1,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
292,2017,3,7,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
293,2018,6,10,Quindío,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
294,2017,6,8,Norte de Santander,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,1,0
295,2018,7,29,Sucre,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
296,2017,2,12,Antioquia,Atropello,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,3,0
297,2017,4,13,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
298,2019,3,7,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Plano,Terraplen,0,0,0
299,2017,7,28,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,1
300,2017,2,19,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
301,2017,2,24,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,2,0
302,2018,8,28,Huila,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
303,2017,2,11,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Plano,Media ladera Izquierda,0,0,0
304,2017,6,1,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
305,2018,8,14,Tolima,Choque,Sin causa especifica,Curva Derecha,Escarpado,Media ladera Izquierda,0,0,0
306,2017,8,2,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
307,2017,2,18,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,1,0
308,2017,7,21,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,3,0
309,2017,7,14,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
310,2017,6,14,Casanare,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
311,2018,7,15,Santander,Volcamiento,Sin causa especifica,Recta,Ondulado,Terraplen,0,0,0
312,2018,8,11,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
313,2016,12,16,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,0,0
314,2017,8,8,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
315,2017,8,8,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
316,2017,8,12,Antioquia,Atropello,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,1
317,2017,6,14,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
318,2017,6,24,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,1
319,2017,8,2,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
320,2017,6,18,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
321,2017,8,3,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
322,2017,12,30,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Plano,Media ladera Izquierda,0,0,0
323,2018,8,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
324,2017,6,23,Antioquia,Caída ocupante,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,1
325,2017,8,3,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
326,2017,7,17,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
327,2019,2,8,Cundinamarca,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
328,2018,1,28,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Plano,Media ladera Izquierda,0,1,0
329,2018,11,23,Cesar,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
330,2016,12,31,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
331,2017,6,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
332,2018,11,29,Cesar,Choque,Sin causa especifica,Recta,Plano,Terraplen,2,3,0
333,2017,4,6,Norte de Santander,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,1,0
334,2017,8,14,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,1
335,2017,7,14,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
336,2019,2,12,Cundinamarca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
337,2017,11,13,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
338,2017,7,6,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
339,2018,8,2,Sucre,Volcamiento,Sin causa especifica,Curva Izquierda,Plano,Terraplen,1,0,0
340,2017,2,7,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
341,2017,6,29,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
342,2017,6,29,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
343,2017,6,29,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
344,2018,7,10,Sucre,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
345,2017,8,14,Antioquia,Caída ocupante,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,1
346,2017,3,18,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,2,0,0
347,2018,8,12,Cauca,Atropello,Sin causa especifica,Recta,Ondulado,Terraplen,1,1,0
348,2017,11,17,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Media Ladera Derecha,0,2,0
349,2017,7,15,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
350,2017,6,10,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
351,2016,12,30,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,3,0
352,2017,5,25,Norte de Santander,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,2,0
353,2017,6,18,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
354,2018,1,29,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Terraplen,0,0,0
355,2017,3,21,Antioquia,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,1,0
356,2018,8,3,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
357,2017,6,10,Antioquia,Caída ocupante,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
358,2018,2,2,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,1,0
359,2017,4,10,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
360,2017,6,17,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
361,2018,8,23,Sucre,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
362,2017,6,29,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
363,2017,4,10,Norte de Santander,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,2,0
364,2018,7,18,Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
365,2017,12,10,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,3,0
366,2018,6,2,Caquetá,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,1,0
367,2017,10,2,Norte de Santander,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
368,2017,8,9,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
369,2017,4,21,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
370,2018,1,16,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,2,0
371,2017,4,11,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
372,2018,6,18,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
373,2017,4,19,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
374,2017,7,14,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,0,0
375,2019,2,16,Caquetá,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,2,0
376,2018,8,5,Santander,Choque,Sin causa especifica,Recta,Ondulado,Cajón,1,0,0
377,2017,11,18,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Media Ladera Derecha,0,3,0
378,2017,4,18,Antioquia,Caída de piedra,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
379,2018,11,19,Cesar,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
380,2017,7,17,Norte de Santander,Volcamiento,Sin causa especifica,Recta,Plano,Media Ladera Derecha,0,0,0
381,2017,1,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
382,2019,3,5,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
383,2017,12,1,Norte de Santander,Volcamiento,Sin causa especifica,Curva Izquierda,Plano,Media ladera Izquierda,1,0,0
384,2017,1,1,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,1,0,0
385,2018,6,6,Boyacá,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
386,2019,3,12,Caquetá,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
387,2017,2,4,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
388,2017,1,2,Antioquia,Choque,Sin causa especifica,Curva Derecha,Plano,Media ladera Izquierda,0,2,0
389,2017,1,2,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
390,2017,4,11,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
391,2017,3,1,Santander,Choque,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,1,0
392,2017,11,25,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Media Ladera Derecha,0,0,0
393,2018,8,22,Huila,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
394,2019,1,26,Boyacá,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
395,2017,6,17,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
396,2017,8,8,Norte de Santander,Volcamiento,Sin causa especifica,Curva Izquierda,Ondulado,Media Ladera Derecha,0,0,0
397,2017,12,22,Norte de Santander,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
398,2018,8,14,Norte de Santander,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
399,2017,4,20,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
400,2017,2,5,Antioquia,Caída ocupante,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,1,0
401,2018,11,27,Cesar,Atropello,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
402,2018,7,9,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
403,2018,5,21,Boyacá,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,0,0
404,2019,3,3,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
405,2017,1,3,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
406,2017,7,16,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
407,2017,8,1,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
408,2017,11,14,Norte de Santander,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
409,2018,8,12,Norte de Santander,Atropello,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
410,2018,8,2,Antioquia,Atropello,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,1,0,0
411,2017,8,11,Quindío,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
412,2018,2,19,Norte de Santander,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
413,2017,1,9,Antioquia,Atropello,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
414,2017,4,25,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
415,2017,5,29,Norte de Santander,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
416,2018,6,16,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,2,0
417,2017,5,7,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
418,2019,7,10,Colombia,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
419,2019,3,19,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
420,2017,5,13,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Terraplen,0,0,0
421,2017,1,12,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
422,2018,2,16,Caldas,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
423,2018,6,11,Quindío,Volcamiento,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,1,0
424,2019,2,11,Caquetá,Salida de la vía sin volcarse,Sin causa especifica,Recta,Plano,Media Ladera Derecha,0,0,0
425,2018,11,21,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
426,2016,12,6,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,1
427,2017,6,17,Antioquia,Volcamiento,Sin causa especifica,Curva Izquierda,Plano,Terraplen,0,2,0
428,2018,1,15,Córdoba,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
429,2017,5,5,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Plano,Terraplen,0,0,0
430,2017,7,8,Caldas,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
431,2018,7,8,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
432,2017,2,2,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
433,2017,4,18,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
434,2018,7,8,Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
435,2018,3,23,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
436,2017,9,19,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
437,2017,2,3,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
438,2016,12,13,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
439,2017,4,18,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
440,2017,2,6,Antioquia,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,2,0
441,2018,9,8,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
442,2018,7,10,Tolima,Choque,Sin causa especifica,Curva Derecha,Escarpado,Media ladera Izquierda,0,0,0
443,2017,1,23,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
444,2017,1,21,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
445,2016,12,25,Antioquia,Atropello,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
446,2017,9,8,Norte de Santander,Atropello,Sin causa especifica,Recta,Plano,Media Ladera Derecha,1,0,0
447,2018,1,20,Caldas,Atropello,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
448,2018,3,14,Caldas,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
449,2018,7,3,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
450,2017,1,14,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
451,2017,3,1,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
452,2017,4,1,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
453,2017,11,8,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
454,2018,7,22,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,3,0
455,2017,1,30,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
456,2017,1,19,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
457,2018,1,10,Boyacá,Choque,Sin causa especifica,Curva Izquierda,Plano,Cajón,0,0,0
458,2016,12,29,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
459,2017,2,3,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
460,2017,1,27,Antioquia,Volcamiento,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
461,2017,9,18,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
462,2016,12,4,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
